"SUID","canonicalName","Cooccurrence","Coregulation","CoregulationBin","interaction","interactionStrength","name","NetworkPresence","NewBin","NewBin2","selected","shared interaction","shared name"
"200403","","0.959174210495378","0.72","","(interacts)",,"PE_ae_C38:5 ((interacts)) PE_ae_C36:5",,"","","false","(interacts)","PE_ae_C38:5 ((interacts)) PE_ae_C36:5"
"200404","","0.888392820954325","0.74","","(interacts)",,"PE_ae_C38:5 ((interacts)) PE_aa_C38:3",,"","","false","(interacts)","PE_ae_C38:5 ((interacts)) PE_aa_C38:3"
"200405","","0.882284167565868","0.79","","(interacts)",,"PE_ae_C38:5 ((interacts)) PE_aa_C34:1",,"","","false","(interacts)","PE_ae_C38:5 ((interacts)) PE_aa_C34:1"
"200406","","0.607214765115191","0.71","","(interacts)",,"PE_ae_C38:5 ((interacts)) PE_ae_C38:2",,"","","false","(interacts)","PE_ae_C38:5 ((interacts)) PE_ae_C38:2"
"200407","","0.882308575085314","0.88","","(interacts)",,"N-C24:1-Cer ((interacts)) N-C24:0-Cer",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) N-C24:0-Cer"
"200408","","0.878693811355097","0.88","","(interacts)",,"N-C24:1-Cer ((interacts)) N-C22:0-Cer",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) N-C22:0-Cer"
"200409","","0.712461085120833","0.94","","(interacts)",,"N-C24:1-Cer ((interacts)) PG_aa_C36:3",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PG_aa_C36:3"
"200410","","0.493551227179473","0.91","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C38:2",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C38:2"
"200411","","0.591630675395333","0.79","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C34:3"
"200412","","0.746105197704182","0.76","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C36:4",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C36:4"
"200413","","0.520064303508308","0.79","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C34:1",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C34:1"
"200414","","0.0770867839456","0.78","","(interacts)",,"N-C24:1-Cer ((interacts)) LPE_a_C22:4",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) LPE_a_C22:4"
"200415","","0.748035073280333","0.74","","(interacts)",,"N-C24:1-Cer ((interacts)) N-C14:0-Cer",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) N-C14:0-Cer"
"200416","","0.588335104286625","0.77","","(interacts)",,"N-C24:1-Cer ((interacts)) LPE_a_C20:4",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) LPE_a_C20:4"
"200417","","0.662225630134406","0.84","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C38:3",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C38:3"
"200418","","0.542412947206","0.85","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C36:1",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C36:1"
"200419","","0.787406665714184","0.89","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C38:2",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C38:2"
"200420","","0.683668300912135","0.87","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C34:0"
"200421","","0.826048432538917","0.78","","(interacts)",,"N-C24:1-Cer ((interacts)) N-C20:1-Cer(2H)",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) N-C20:1-Cer(2H)"
"200422","","0.756347954273","0.72","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C38:7",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C38:7"
"200423","","0.799827378047132","0.71","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C38:3",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C38:3"
"200424","","0.787163485499029","0.75","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C36:2",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C36:2"
"200425","","0.7921567542212","0.72","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C36:3",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C36:3"
"200426","","0.891707852482786","0.68","","(interacts)",,"N-C24:1-Cer ((interacts)) N-C22:1-Cer",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) N-C22:1-Cer"
"200427","","0.901659396133921","0.69","","(interacts)",,"N-C24:1-Cer ((interacts)) N-C16:0-Cer",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) N-C16:0-Cer"
"200428","","0.555820070207125","0.73","","(interacts)",,"N-C24:1-Cer ((interacts)) LPE_a_C18:2",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) LPE_a_C18:2"
"200429","","0.794264001505743","0.73","","(interacts)",,"N-C24:1-Cer ((interacts)) PS_aa_C38:3",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PS_aa_C38:3"
"200430","","0.750656426980586","0.72","","(interacts)",,"N-C24:1-Cer ((interacts)) PS_aa_C36:3",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PS_aa_C36:3"
"200431","","0.44977138712995","0.72","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C40:4",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C40:4"
"200432","","0.724510656560206","0.72","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C38:4",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C38:4"
"200433","","0.718001162367214","0.72","","(interacts)",,"N-C24:1-Cer ((interacts)) PG_aa_C38:5",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PG_aa_C38:5"
"200434","","0.741051339619811","0.75","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C40:5",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C40:5"
"200435","","0.661370014860571","0.61","","(interacts)",,"N-C24:1-Cer ((interacts)) N-C16:0-Cer(2H)",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) N-C16:0-Cer(2H)"
"200436","","0.764288213746276","0.63","","(interacts)",,"N-C24:1-Cer ((interacts)) N-C16:1-Cer",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) N-C16:1-Cer"
"200437","","0.76642507195472","0.63","","(interacts)",,"N-C24:1-Cer ((interacts)) N-C18:0-Cer",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) N-C18:0-Cer"
"200438","","0.765419448123235","0.61","","(interacts)",,"N-C24:1-Cer ((interacts)) PS_aa_C40:7",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PS_aa_C40:7"
"200439","","0.518657301863167","0.67","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C40:3",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C40:3"
"200440","","0.763457789591343","0.68","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C40:6",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C40:6"
"200441","","0.650384683694143","0.66","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C36:5",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C36:5"
"200442","","0.795622491174278","0.69","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C36:3",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C36:3"
"200443","","0.32979771494875","0.69","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C38:1",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C38:1"
"200444","","0.784229710698111","0.69","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C34:2",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C34:2"
"200445","","0.814585723195829","0.65","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C36:4",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C36:4"
"200446","","0.716330660616765","0.6","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C40:7",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C40:7"
"200447","","0.684967710213227","0.63","","(interacts)",,"N-C24:1-Cer ((interacts)) PS_aa_C36:4",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PS_aa_C36:4"
"200448","","0.772852584167778","0.63","","(interacts)",,"N-C24:1-Cer ((interacts)) PS_aa_C38:5",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PS_aa_C38:5"
"200449","","0.594867554306933","0.65","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C40:2",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C40:2"
"200450","","0.765782170436029","0.63","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_aa_C38:6",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_aa_C38:6"
"200451","","0.298359995087","0.63","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C40:2",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C40:2"
"200452","","0.829137607624632","0.62","","(interacts)",,"N-C24:1-Cer ((interacts)) PE_ae_C38:5",,"","","false","(interacts)","N-C24:1-Cer ((interacts)) PE_ae_C38:5"
"200453","","0.72819386422625","0.84","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_ae_C38:1",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_ae_C38:1"
"200454","","0.63397535122925","0.84","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_ae_C36:1",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_ae_C36:1"
"200455","","0.63109532867875","0.86","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_ae_C34:1",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_ae_C34:1"
"200456","","0.79335496388375","0.9","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C38:2",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C38:2"
"200457","","0.839893841935742","0.8","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_ae_C36:4",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_ae_C36:4"
"200458","","0.87184884678575","0.8","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_ae_C36:3",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_ae_C36:3"
"200459","","0.676399833957467","0.81","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C34:3"
"200460","","0.638911298686581","0.84","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C34:0"
"200461","","0.79369613975285","0.97","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_ae_C38:2",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_ae_C38:2"
"200462","","0.64083660364144","0.64","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C40:3",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C40:3"
"200463","","0.667770618933319","0.62","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C38:6",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C38:6"
"200464","","0.723629732616172","0.69","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C36:4",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C36:4"
"200465","","0.824748131446531","0.62","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_ae_C34:3",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_ae_C34:3"
"200466","","0.78298214543625","0.65","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C38:1",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C38:1"
"200467","","0.652224414947426","0.63","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C36:5",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C36:5"
"200468","","0.798533086664937","0.76","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C38:3",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C38:3"
"200469","","0.877502002753281","0.72","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_ae_C36:2",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_ae_C36:2"
"200470","","0.717102407054364","0.76","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C40:2",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C40:2"
"200471","","0.551702976227","0.77","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C38:7",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C38:7"
"200472","","0.851352672092688","0.68","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_ae_C34:2",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_ae_C34:2"
"200473","","0.641790783213097","0.66","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C40:7",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C40:7"
"200474","","0.673958046361906","0.74","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C40:4",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C40:4"
"200475","","0.791222400031969","0.75","","(interacts)",,"PE_ae_C38:3 ((interacts)) PE_aa_C36:3",,"","","false","(interacts)","PE_ae_C38:3 ((interacts)) PE_aa_C36:3"
"200476","","0.928747465213111","0.96","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C38:4",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C38:4"
"200477","","0.704559204833857","0.89","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C36:5",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C36:5"
"200478","","0.884696140885409","0.86","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C36:1",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C36:1"
"200479","","0.847188271794914","0.9","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C38:6",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C38:6"
"200480","","0.811556739939578","0.86","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C38:1",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C38:1"
"200481","","0.879212109578972","0.85","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C36:4",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C36:4"
"200482","","0.872450627221067","0.85","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C36:2",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C36:2"
"200483","","0.834373699767286","0.88","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C34:2",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C34:2"
"200484","","0.863111848490629","0.83","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_ae_C36:2",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_ae_C36:2"
"200485","","0.775456343503529","0.92","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C40:6",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C40:6"
"200486","","0.908665139932811","0.91","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C40:5",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C40:5"
"200487","","0.942510734664022","0.91","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_ae_C38:5",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_ae_C38:5"
"200488","","0.9584074616432","0.91","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_ae_C36:5",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_ae_C36:5"
"200489","","0.877692306512263","0.92","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C34:1",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C34:1"
"200490","","0.864897910505475","0.87","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_ae_C34:2",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_ae_C34:2"
"200491","","0.90692422209786","0.94","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C38:5",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C38:5"
"200492","","0.7936055421832","0.93","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C38:0",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C38:0"
"200493","","0.88073990345","0.68","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C38:3",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C38:3"
"200494","","0.776687415634659","0.64","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C34:0"
"200495","","0.574297197736077","0.72","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_ae_C34:1",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_ae_C34:1"
"200496","","0.836034059525","0.75","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C38:7",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C38:7"
"200497","","0.733895248987545","0.64","","(interacts)",,"PE_ae_C38:6 ((interacts)) PC_ae_C34:2",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PC_ae_C34:2"
"200498","","0.870074516534886","0.79","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_ae_C36:3",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_ae_C36:3"
"200499","","0.803652793169","0.77","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_ae_C34:3",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_ae_C34:3"
"200500","","0.789395844936314","0.8","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_ae_C38:4",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_ae_C38:4"
"200501","","0.812835397089147","0.79","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_ae_C36:4",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_ae_C36:4"
"200502","","0.6357674131792","0.77","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C34:3"
"200503","","0.6013808675549","0.72","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_ae_C36:1",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_ae_C36:1"
"200504","","0.813627952337257","0.8","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C40:7",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C40:7"
"200505","","0.856614480147459","0.77","","(interacts)",,"PE_ae_C38:6 ((interacts)) PE_aa_C36:3",,"","","false","(interacts)","PE_ae_C38:6 ((interacts)) PE_aa_C36:3"
"200506","","0.959720863236222","0.79","","(interacts)",,"PC_aa_C40:5 ((interacts)) PC_aa_C38:4",,"","","false","(interacts)","PC_aa_C40:5 ((interacts)) PC_aa_C38:4"
"200507","","0.910323361555667","0.91","","(interacts)",,"PC_aa_C40:5 ((interacts)) PC_aa_C40:4",,"","","false","(interacts)","PC_aa_C40:5 ((interacts)) PC_aa_C40:4"
"200508","","0.877875188986444","0.88","","(interacts)",,"PC_aa_C40:5 ((interacts)) PC_aa_C38:3",,"","","false","(interacts)","PC_aa_C40:5 ((interacts)) PC_aa_C38:3"
"200509","","0.318606376648","0.71","","(interacts)",,"PC_aa_C40:5 ((interacts)) PC_aa_C36:0",,"","","false","(interacts)","PC_aa_C40:5 ((interacts)) PC_aa_C36:0"
"200510","","0.810753762722","0.73","","(interacts)",,"PC_aa_C40:5 ((interacts)) LPC_a_C20:4",,"","","false","(interacts)","PC_aa_C40:5 ((interacts)) LPC_a_C20:4"
"200511","","0.907448894447778","0.71","","(interacts)",,"PC_aa_C40:5 ((interacts)) PC_aa_C38:6",,"","","false","(interacts)","PC_aa_C40:5 ((interacts)) PC_aa_C38:6"
"200512","","0.836065888405","0.75","","(interacts)",,"PC_aa_C40:5 ((interacts)) PC_aa_C38:2",,"","","false","(interacts)","PC_aa_C40:5 ((interacts)) PC_aa_C38:2"
"200513","","0.913315243191333","0.68","","(interacts)",,"PC_aa_C40:5 ((interacts)) PC_aa_C36:3",,"","","false","(interacts)","PC_aa_C40:5 ((interacts)) PC_aa_C36:3"
"200514","","0.8476580679415","0.69","","(interacts)",,"PC_aa_C40:5 ((interacts)) PC_aa_C34:0",,"","","false","(interacts)","PC_aa_C40:5 ((interacts)) PC_aa_C34:0"
"200515","","0.734052658081","0.7","","(interacts)",,"PC_aa_C40:4 ((interacts)) LPC_a_C20:4",,"","","false","(interacts)","PC_aa_C40:4 ((interacts)) LPC_a_C20:4"
"200516","","0.867732752453364","0.64","","(interacts)",,"PC_aa_C40:4 ((interacts)) PC_aa_C38:4",,"","","false","(interacts)","PC_aa_C40:4 ((interacts)) PC_aa_C38:4"
"200517","","0.819732614925714","0.82","","(interacts)",,"PC_aa_C40:4 ((interacts)) PC_aa_C38:2",,"","","false","(interacts)","PC_aa_C40:4 ((interacts)) PC_aa_C38:2"
"200518","","0.359425336123","0.8","","(interacts)",,"PC_aa_C40:4 ((interacts)) PC_aa_C36:0",,"","","false","(interacts)","PC_aa_C40:4 ((interacts)) PC_aa_C36:0"
"200519","","0.825398190454818","0.61","","(interacts)",,"PC_aa_C40:4 ((interacts)) PC_aa_C36:3",,"","","false","(interacts)","PC_aa_C40:4 ((interacts)) PC_aa_C36:3"
"200520","","0.817277272542333","0.65","","(interacts)",,"PC_aa_C40:4 ((interacts)) PC_aa_C34:0",,"","","false","(interacts)","PC_aa_C40:4 ((interacts)) PC_aa_C34:0"
"200521","","0.825732241977091","0.87","","(interacts)",,"PC_aa_C40:4 ((interacts)) PC_aa_C38:3",,"","","false","(interacts)","PC_aa_C40:4 ((interacts)) PC_aa_C38:3"
"200522","","0.916560895953857","0.87","","(interacts)",,"PE_aa_C36:4 ((interacts)) PE_aa_C34:2",,"","","false","(interacts)","PE_aa_C36:4 ((interacts)) PE_aa_C34:2"
"200523","","0.913024915967714","0.82","","(interacts)",,"PE_aa_C36:4 ((interacts)) PE_aa_C34:1",,"","","false","(interacts)","PE_aa_C36:4 ((interacts)) PE_aa_C34:1"
"200524","","0.770840954780467","0.95","","(interacts)",,"PE_aa_C36:4 ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","PE_aa_C36:4 ((interacts)) PE_aa_C34:3"
"200525","","0.895687780446444","0.9","","(interacts)",,"PE_aa_C36:4 ((interacts)) PE_aa_C36:3",,"","","false","(interacts)","PE_aa_C36:4 ((interacts)) PE_aa_C36:3"
"200526","","0.873716174728389","0.61","","(interacts)",,"PE_aa_C36:4 ((interacts)) PE_aa_C36:1",,"","","false","(interacts)","PE_aa_C36:4 ((interacts)) PE_aa_C36:1"
"200527","","0.717075123506441","0.85","","(interacts)",,"PE_aa_C36:4 ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","PE_aa_C36:4 ((interacts)) PE_aa_C34:0"
"200528","","0.908995661470639","0.61","","(interacts)",,"PE_aa_C36:4 ((interacts)) PE_aa_C36:2",,"","","false","(interacts)","PE_aa_C36:4 ((interacts)) PE_aa_C36:2"
"200529","","0.84374354283","0.86","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_ae_C36:3",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_ae_C36:3"
"200530","","0.903661827246333","0.76","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_aa_C34:2",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_aa_C34:2"
"200531","","0.781829446554125","0.77","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_aa_C34:0",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_aa_C34:0"
"200532","","0.760607933004667","0.78","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_ae_C34:2",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_ae_C34:2"
"200533","","0.864955604076","0.8","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_aa_C34:3",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_aa_C34:3"
"200534","","0.9231381813685","0.72","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_aa_C34:1",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_aa_C34:1"
"200535","","0.721836447716","0.67","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_ae_C38:4",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_ae_C38:4"
"200536","","0.781284073988667","0.72","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_ae_C38:3",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_ae_C38:3"
"200537","","0.720007886489333","0.74","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_ae_C38:2",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_ae_C38:2"
"200538","","0.90419107675575","0.87","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_aa_C36:3",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_aa_C36:3"
"200539","","0.856665333111667","0.82","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_ae_C36:4",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_ae_C36:4"
"200540","","0.864196320375","0.89","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_aa_C38:3",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_aa_C38:3"
"200541","","0.8707897424697","0.88","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_aa_C38:2",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_aa_C38:2"
"200542","","0.498641868432333","0.79","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_ae_C36:1",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_ae_C36:1"
"200543","","0.826902290185333","0.78","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_ae_C34:3",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_ae_C34:3"
"200544","","0.785078644753","0.85","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_ae_C34:1",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_ae_C34:1"
"200545","","0.73585645854475","0.79","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_ae_C36:2",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_ae_C36:2"
"200546","","0.851439509126778","0.6","","(interacts)",,"PG_aa_C36:1 ((interacts)) PE_aa_C38:5",,"","","false","(interacts)","PG_aa_C36:1 ((interacts)) PE_aa_C38:5"
